person_id,gr9_fall_math,gr9_fall_sci,gr9_fall_eng,gr9_fall_hist,gr9_spring_math,gr9_spring_sci,gr9_spring_eng,gr9_spring_hist,gr10_fall_math,gr10_fall_sci,gr10_fall_eng,gr10_fall_hist,gr10_spring_math,gr10_spring_sci,gr10_spring_eng,gr10_spring_hist
14604,D,A,B,D,A,A,A,,A,D,D,A,A,A,B,A
14606,A,A,,A,,F,A,B,,,A,B,A,B,,
14607,A,A,D,D,B,,A,B,D,D,F,B,A,F,B,
14608,A,A,D,D,B,A,A,,A,D,D,A,F,A,A,
14609,A,B,A,,B,,D,,D,D,,A,D,,D,A
14610,A,A,A,,,A,,B,B,B,B,A,B,D,B,
14611,A,,A,B,A,A,F,A,F,F,,A,,,,B
14614,A,A,,,A,B,D,B,,B,C,A,D,D,D,D
14615,,,A,,F,B,D,,A,,B,B,,A,A,A
14616,,B,A,A,D,F,A,D,A,A,A,B,B,A,B,B
14619,A,,D,,D,A,D,A,D,,,A,D,A,,C
14620,A,A,A,A,C,D,D,A,A,A,,B,F,,A,
14621,A,A,A,A,D,,,A,D,A,,B,B,,A,A
14622,,A,,A,,A,,F,D,F,B,A,,,B,B
14627,D,,D,D,B,A,A,D,,A,B,B,B,D,D,A
14628,A,D,A,F,A,A,D,,A,,A,D,D,,B,D
14630,A,D,A,A,,D,,A,A,A,A,B,D,D,A,C
14631,D,D,A,B,D,B,A,D,B,B,D,,D,D,B,
14634,A,A,D,A,A,A,D,,A,B,B,A,A,A,D,
14635,F,A,D,F,D,A,A,A,,D,A,A,B,D,A,A
14636,B,D,A,B,A,D,B,B,,A,D,,A,B,D,D
14637,B,A,A,B,A,A,A,,A,A,,A,A,A,A,
14638,A,A,A,D,A,,D,D,A,D,D,F,F,A,,A
14640,B,,A,F,A,B,D,B,A,A,A,A,,A,A,A
14641,D,D,A,,B,A,,A,A,A,D,,A,C,F,
14643,D,A,B,B,A,,,A,B,D,F,D,B,D,,B
14644,F,,B,A,,A,,A,B,B,D,A,D,D,A,A
14647,A,,A,A,D,,A,A,D,B,A,A,B,B,B,B
14648,D,B,D,D,,D,B,D,,D,,,F,A,D,A
14650,,A,D,A,A,A,A,D,D,A,B,D,A,,D,A
14653,A,B,A,A,D,A,,D,A,B,D,B,A,D,D,A
14657,,B,A,A,A,A,A,D,B,A,B,D,A,D,A,F
14659,A,F,F,A,A,D,,F,A,A,,D,D,,D,A
14660,A,B,A,B,,A,,B,,A,A,F,A,A,A,B
14664,,D,D,,B,B,D,,F,C,A,F,A,,A,A
14669,F,A,A,D,D,A,A,D,D,,B,A,A,A,B,
14670,D,,A,,B,A,D,B,F,,B,F,A,,D,D
14671,B,A,A,A,D,A,A,A,A,,A,D,,,C,
14673,D,A,,,A,A,D,D,A,A,A,,A,,A,F
14675,D,A,D,A,A,F,D,A,B,B,D,A,A,A,A,A
14676,D,,B,A,B,,D,,A,,A,,,A,D,
14677,A,A,A,A,B,,,C,,D,A,B,D,,A,
14679,,D,D,,D,A,A,D,D,A,D,C,B,A,B,
14681,A,,D,,,,D,F,A,A,B,,D,,,
14684,D,B,D,A,D,D,B,A,A,A,D,A,B,A,D,A
14686,A,A,,A,,D,D,A,B,A,,B,A,A,D,B
14687,A,B,A,B,,A,B,C,F,A,F,D,,A,A,D
14688,D,F,B,A,B,B,D,D,A,B,A,A,F,B,A,
14689,A,A,A,,A,A,,B,,D,,D,A,,A,
14690,A,B,A,D,A,D,,A,A,A,D,A,,D,,A
14691,A,,F,D,D,A,,A,A,A,A,,B,B,A,A
14693,D,,A,D,D,A,A,,B,,D,D,,,,D
14694,D,A,,D,A,D,B,B,,B,D,D,B,B,B,
14695,A,A,,D,,D,A,A,A,B,A,A,,B,D,C
14698,A,B,A,B,D,,A,B,D,A,B,A,A,A,,A
14699,B,D,F,A,A,,,A,A,B,A,D,D,B,D,
14701,B,D,,A,B,A,A,A,A,,A,,D,,B,A
14702,A,D,D,D,D,B,B,D,D,B,B,D,B,B,,A
14703,A,D,D,,A,,D,B,B,D,A,,D,A,,D
14706,D,A,A,,A,F,D,A,,A,A,D,A,A,D,D
14708,A,A,B,A,A,B,A,,B,A,D,D,,A,A,
14709,D,A,B,A,A,A,,B,A,D,,A,A,D,A,D
14711,,A,,A,,D,A,B,A,A,A,D,A,D,B,B
14712,A,A,A,A,B,,,,A,B,A,A,D,,F,A
14713,A,B,A,D,D,,,A,A,,D,D,B,,B,A
14715,,A,A,A,D,F,A,A,D,F,A,A,D,B,B,B
14716,F,A,C,D,A,A,A,A,A,B,A,,D,A,,C
14717,A,F,,,F,,B,B,B,D,,D,A,C,D,A
14719,A,A,A,,B,F,,A,A,,A,B,D,D,A,B
14720,A,A,,D,,D,B,A,B,,B,A,D,A,A,A
14723,,B,C,,F,A,A,B,A,B,D,F,,B,D,
14727,A,B,D,A,A,A,F,,D,A,A,A,A,,A,D
14728,D,,D,A,F,A,A,D,D,,B,B,A,D,B,B
14730,F,B,A,C,A,D,D,A,A,A,,F,D,D,A,D
14732,D,D,B,B,B,,,,D,,A,,B,D,A,D
14733,A,A,,B,A,B,A,B,A,A,D,,D,D,D,A
14735,,F,A,A,B,A,A,D,A,A,D,D,A,,,
14736,D,B,B,F,A,A,A,,,D,A,,A,D,A,A
14737,,D,,A,,A,A,,,,A,,D,,A,D
14738,B,F,A,D,D,A,B,B,B,,A,B,B,B,D,D
14740,A,A,D,A,A,F,A,,D,,,B,D,D,,A
14741,B,A,F,A,A,D,A,A,,A,,D,,A,A,D
14742,D,,,A,,,A,D,C,B,D,F,,A,A,
14743,D,D,A,A,B,A,A,A,A,,D,B,D,B,A,A
14746,B,A,D,,B,A,,C,A,F,A,,D,,D,A
14749,A,A,A,D,B,F,,D,A,B,F,A,,A,A,A
14750,,A,B,A,D,A,A,,A,A,B,B,,B,A,B
14752,D,B,,A,F,B,A,D,B,B,,D,A,,,D
14753,F,B,B,,A,D,A,A,D,D,D,A,,,F,A
14754,A,A,,D,A,,A,A,,,,A,D,D,A,B
14755,B,A,A,D,A,D,A,,A,D,D,A,B,F,A,B
14758,D,B,D,A,A,D,A,A,,B,D,D,A,D,B,A
14759,A,,D,A,A,A,D,B,,A,,F,A,A,,
14760,D,,A,F,,,A,,A,D,B,A,A,B,B,D
14761,D,A,A,A,B,A,,D,D,A,F,D,A,,,A
14762,A,A,A,F,A,B,D,B,A,C,A,C,A,A,F,B
14765,B,D,A,B,,B,B,D,F,A,D,D,A,A,B,D
14767,A,,,D,A,A,A,,B,D,,,,A,A,A
14768,A,B,B,A,D,A,A,A,D,,D,A,D,B,,D
14769,,A,,A,A,A,,A,,A,F,F,D,,,
14772,B,A,B,A,D,A,B,D,,B,B,A,A,,A,D
14774,B,D,D,B,D,,A,F,A,A,B,A,,,D,A
14776,A,,,,B,,,A,F,D,,D,B,,,
14780,B,A,D,D,A,,A,A,D,A,A,D,D,A,F,D
14782,A,A,A,,A,,A,A,,B,A,B,B,B,A,
14783,B,D,,A,D,A,,A,A,A,,B,A,D,F,B
14785,A,D,,A,A,A,A,D,D,,,A,B,A,D,A
14786,B,B,D,,A,,,,A,D,,A,D,A,A,D
14788,,,A,A,D,B,,B,A,A,A,B,B,A,B,A
14789,A,A,,A,D,B,D,A,D,F,A,D,A,B,,D
14790,A,,A,F,,,A,B,A,,A,D,A,A,A,A
14792,B,A,A,A,D,D,D,D,A,F,D,A,A,A,A,A
14793,,D,A,D,A,A,B,D,D,A,A,D,A,D,A,
14795,D,,A,A,,B,A,A,D,,,,D,A,B,
14796,B,A,D,A,A,D,A,A,,A,D,,A,A,A,B
14797,B,B,,A,,B,F,,A,A,F,F,A,D,B,A
14798,B,B,A,A,D,A,,D,,D,A,F,A,,D,
14804,D,D,D,D,,C,D,,D,D,F,A,A,A,D,D
14805,A,A,,B,,,F,B,F,A,A,A,D,B,C,
14811,A,B,A,,D,,,B,F,,,A,A,,F,D
14812,A,,A,A,B,A,B,D,D,D,A,A,,,B,
14813,B,A,A,A,F,A,,B,,B,A,B,F,A,A,
14818,F,B,A,A,,B,B,A,,B,,A,F,C,D,A
14821,B,,F,B,A,A,D,D,,A,B,A,B,D,,A
14823,,B,D,D,A,D,A,D,A,A,A,A,B,A,A,D
14824,F,A,D,A,D,B,,D,A,F,B,B,A,A,D,D
14826,D,B,A,A,A,A,D,A,,B,D,B,D,A,D,A
14828,,,A,,,A,D,,A,D,,,A,,A,A
14829,A,,,D,B,,A,A,A,A,A,A,D,D,A,A
14830,F,A,A,A,,,F,B,,,D,D,A,,A,A
14831,A,D,,D,B,B,A,A,,A,A,A,D,F,B,
14835,,,D,A,A,,B,,D,,B,A,A,D,,A
14838,D,B,B,A,A,,,A,,A,D,A,D,F,D,D
14839,D,D,B,,B,,A,A,A,B,A,D,,D,A,D
14840,A,,A,A,A,B,A,B,A,,A,D,A,,A,A
14841,B,B,D,C,,A,D,,D,D,,B,B,B,,D
14842,A,A,,A,,B,A,,A,B,A,A,B,D,,B
14843,,A,D,B,B,,B,,B,A,D,D,A,B,D,A
14844,D,B,,,A,D,A,A,A,D,,F,A,D,B,A
14845,A,D,D,C,D,D,D,A,D,A,A,A,,B,,A
14849,,,B,B,A,A,D,D,D,A,D,D,B,A,B,B
14850,F,A,A,F,B,D,,D,A,D,A,D,B,B,A,D
14852,B,,F,F,D,D,A,,D,D,A,A,D,D,D,B
14855,A,A,D,A,B,B,,A,,B,A,B,B,B,A,A
14856,B,A,D,B,A,A,,F,B,A,A,A,A,A,B,B
14857,D,A,D,B,D,,D,,B,,A,F,A,D,,C
14860,A,C,A,C,B,,A,A,A,B,D,D,A,A,D,D
14862,A,A,D,D,,D,D,B,,B,D,D,D,A,A,F
14864,,A,A,B,,F,A,B,A,D,,A,,,A,
14866,D,A,B,B,F,A,A,D,,D,A,D,A,D,F,F
14867,,B,A,D,B,,A,B,,F,,C,,A,B,
14869,B,B,C,,F,D,B,B,A,,A,A,B,F,D,B
14870,,D,,D,D,D,A,A,A,,A,D,A,D,A,B
14871,D,A,A,B,,A,F,D,D,A,B,B,A,,F,A
14874,D,,A,B,D,F,B,D,B,,B,,,D,,B
14876,,B,A,,,,A,A,D,F,D,F,B,A,A,D
14877,B,,A,B,A,,D,,,,B,,A,,A,
14878,A,D,A,B,,A,A,A,D,A,A,A,A,D,B,D
14879,F,,,,,,B,D,,B,A,A,D,A,A,A
14880,D,A,F,A,D,A,B,D,B,,F,A,A,,B,A
14881,A,,,D,B,B,D,F,,B,A,,A,,A,D
14883,B,D,,D,,B,A,C,B,,A,A,,A,A,B
14888,B,A,D,A,D,B,A,F,A,,F,A,F,F,B,A
14889,B,A,,A,A,B,A,D,,,,B,A,D,A,F
14890,A,,A,D,,,D,B,D,A,,D,A,A,D,A
14893,A,,B,B,,B,A,B,,A,A,A,A,D,B,F
14895,C,F,D,B,B,A,D,A,D,F,A,,F,D,B,D
14896,A,,A,D,A,B,B,,A,,D,,A,B,,A
14897,D,A,A,F,B,D,,,A,,A,F,,A,A,
14899,A,A,F,B,,A,B,,B,C,,A,,F,D,C
14900,D,A,A,D,B,A,D,A,D,F,D,F,A,,A,
14901,D,,,,,,D,D,D,D,D,D,,,D,F
14903,B,A,A,,A,B,A,A,D,A,,F,,A,A,D
14904,A,A,A,A,D,A,D,F,A,,B,B,A,A,B,A
14907,B,A,A,A,A,A,D,D,B,,F,D,F,,D,A
14909,A,A,A,B,B,,D,,B,A,F,A,F,B,B,B
14911,B,D,A,,,A,,,,,F,,,A,A,D
14912,A,D,F,,F,A,F,,A,B,,C,A,,,A
14913,D,,D,A,D,C,A,D,,,A,A,,A,,D
14914,A,A,A,D,A,D,B,A,A,A,A,A,B,A,A,
14915,D,B,B,B,A,B,D,A,A,D,D,A,,B,A,
14916,D,A,B,B,,A,,,,F,F,D,B,A,,A
14917,D,A,A,A,D,A,A,,A,D,B,B,D,A,D,C
14918,B,F,,D,B,B,D,D,D,,,D,D,D,,
14919,A,F,D,D,D,,A,A,A,D,B,B,A,A,F,B
14920,B,,D,,,A,A,D,,A,A,B,D,F,B,D
14923,A,A,A,A,A,C,D,D,,B,D,B,A,D,B,
14924,A,A,B,A,F,B,,A,,B,B,A,A,A,B,F
14925,A,B,,A,B,A,F,,D,A,,,F,D,,B
14927,,,,A,A,D,A,A,A,D,D,,B,,B,
14929,A,D,A,A,B,A,A,A,,A,D,B,,,A,D
14932,,A,,A,,F,A,A,A,B,B,D,A,A,A,F
14933,A,A,B,A,A,,,B,F,F,B,A,D,A,F,A
14934,B,D,D,A,B,D,D,D,A,F,A,,,A,A,A
14937,A,,,,A,A,D,A,A,,,A,D,A,D,
14939,A,,A,B,B,A,A,F,B,,F,D,D,B,,
14941,,,,,D,A,B,B,A,D,B,A,B,A,A,D
14943,D,B,C,D,B,C,F,F,,,,F,B,B,,
14945,F,B,F,A,A,B,D,B,,A,B,A,,D,,A
14946,A,A,,D,,,F,F,A,,D,A,D,D,B,A
14948,D,B,A,D,D,A,D,D,,,D,A,A,A,B,F
14949,B,,,F,,,B,,B,A,,B,A,B,B,B
14950,D,D,F,B,A,A,D,B,A,,A,,B,D,A,B
14952,D,A,B,,,A,,A,A,A,B,A,D,B,,B
14953,B,F,B,B,,D,,A,,A,C,D,A,A,C,A
14954,D,,,D,F,B,D,A,D,B,B,A,,D,A,D
14955,D,F,A,A,B,A,,A,,B,A,D,D,A,D,
14956,D,A,D,A,F,D,F,D,A,D,A,A,B,F,B,D
14957,,,B,A,A,B,F,D,F,A,D,,D,D,A,
14958,A,,A,,A,B,B,B,,,,A,B,,A,B
14959,D,A,A,A,D,D,D,D,B,,B,D,D,D,B,B
14960,A,A,A,D,D,B,,,A,A,D,D,A,C,A,A
14961,B,D,B,,A,,F,,D,,A,A,A,A,F,B
14962,A,D,A,,B,A,A,D,A,A,F,B,A,A,D,D
14964,A,D,,A,A,,D,,A,A,B,,A,,F,D
14965,B,A,D,B,,,D,A,F,,,,B,A,,A
14966,D,B,B,A,A,B,A,D,A,D,A,D,,D,,
14968,D,A,F,D,A,A,B,,D,A,F,A,D,A,A,B
14969,A,A,A,A,B,,A,F,A,A,D,,A,D,B,
14974,A,A,F,D,A,D,F,A,D,D,D,,A,,,A
14979,F,F,,A,A,,F,,D,B,,F,D,F,A,C
14981,,F,A,A,D,A,F,,B,B,F,A,A,A,,A
14982,A,D,C,B,A,F,B,,D,A,A,A,,B,,
14988,,A,,B,F,D,,B,A,,,C,A,C,,A
14989,A,A,D,C,A,B,B,,D,F,,A,A,A,B,B
14990,A,A,D,B,D,D,B,B,A,A,D,A,A,D,A,A
14991,A,F,B,,,B,A,D,,A,B,D,A,A,A,
14993,F,D,B,B,,B,D,A,B,A,,A,,,A,D
14994,B,D,,D,B,A,B,F,A,D,D,A,B,,A,D
14995,A,,D,D,,,,,F,A,A,D,,D,B,
14996,B,D,A,A,B,A,A,D,A,,A,,F,D,D,A
14998,,F,A,A,A,F,B,A,,,A,A,D,A,B,
14999,B,D,A,,A,D,,C,A,A,A,D,,B,A,A
15002,D,,D,,D,A,B,A,,B,A,D,A,A,A,B
15003,A,B,A,A,D,,A,A,A,A,A,A,,A,B,B
15005,D,,C,D,F,A,A,B,D,D,A,D,A,F,,D
15011,A,D,A,F,D,D,B,B,A,,A,D,,,A,
15012,B,D,B,A,D,B,,B,A,B,D,F,D,D,D,D
15014,B,A,D,A,A,,A,D,A,D,,C,D,A,B,D
15015,F,A,B,,A,B,,D,B,D,D,,,A,A,D
15018,,B,D,D,A,A,B,D,D,,F,B,A,A,D,B
15019,,,A,A,A,F,F,B,A,A,D,C,A,F,A,
15022,,A,F,F,,A,,,B,C,A,B,A,B,B,A
15023,B,,A,A,D,A,A,A,,A,,,B,A,A,D
15026,F,D,A,A,F,D,A,D,F,A,B,A,A,D,B,B
15031,,A,B,D,,B,,A,A,B,A,A,A,F,F,B
15033,D,D,A,D,D,,A,A,A,A,A,A,A,D,A,A
15035,A,A,B,D,B,,B,A,,A,B,B,A,A,D,A
15037,,D,B,A,A,,D,A,D,B,F,A,,B,A,B
15042,B,A,A,F,A,A,B,D,A,A,D,,D,A,,A
15043,A,D,F,D,B,D,D,A,B,A,,,A,A,A,A
15044,F,,D,A,B,D,A,,A,,B,,D,A,A,D
15045,A,F,D,,D,B,B,D,A,B,B,D,A,D,A,F
15048,A,F,,D,A,A,D,D,,B,A,D,A,A,A,A
15049,B,B,C,F,C,A,D,,,D,A,D,A,,A,A
15050,,,C,D,A,A,C,B,A,D,F,D,A,A,F,B
15051,F,,A,,,A,A,A,,A,B,C,A,A,A,
15054,D,B,B,B,A,B,B,D,B,D,,B,A,,,
15057,A,D,A,A,F,A,A,,A,A,A,A,C,A,D,A
15058,A,,D,,A,,F,A,,A,D,A,B,,D,D
15060,D,A,D,A,F,,B,B,A,A,A,A,D,,B,
15061,A,A,,A,A,A,D,D,A,A,,F,,D,,C
15062,A,F,,A,A,D,D,A,D,,A,,A,A,D,D
15064,F,,B,A,D,A,,A,A,B,A,A,B,B,B,
15065,,F,D,D,A,A,A,A,A,D,A,A,B,A,A,A
15066,A,,D,B,A,,A,,B,D,D,A,,A,D,
15068,D,A,,A,,D,A,B,B,A,B,D,B,F,A,
15069,,C,,A,,A,D,D,B,A,A,A,A,,D,
15071,A,B,A,A,B,A,F,,D,A,A,D,,,,A
15073,A,A,B,B,A,A,B,D,,A,B,D,F,D,,A
15074,,D,B,A,A,,D,D,,,,D,,,F,D
15075,A,A,B,C,B,,,A,A,A,B,A,B,B,F,
15076,A,D,A,B,D,A,B,B,,,A,,A,D,D,
15077,B,B,A,A,A,A,D,B,,B,A,B,F,,,A
15078,A,B,F,A,,A,A,A,A,A,C,A,D,F,,
15079,B,B,A,A,D,D,A,D,B,D,F,F,D,D,,D
15080,D,D,,A,A,A,A,,A,,B,,A,D,F,A
15082,,D,A,F,A,A,,C,D,A,D,D,A,B,B,
15083,B,B,A,A,B,D,D,,A,,,,A,D,D,
15084,D,D,A,,A,,D,A,,D,,D,D,B,D,A
15085,D,,D,A,B,B,A,,D,B,D,F,,A,,A
15088,D,D,D,F,B,B,B,,A,D,D,,A,,B,D
15089,D,A,D,F,D,A,A,D,A,C,A,D,A,A,F,C
15090,,A,,A,B,D,D,D,D,,B,D,D,D,,A
15093,,,A,A,B,A,,D,A,,D,B,B,,,
15094,A,,A,B,B,D,D,,,,D,A,D,,D,A
15095,A,D,A,D,A,A,,A,F,B,D,F,B,,,A
15097,B,A,A,F,F,A,A,A,D,B,D,F,A,B,A,A
15100,A,A,A,A,B,A,,B,A,B,D,,D,,,B
15103,A,D,,A,,,B,,,F,A,B,,A,,D
15104,,B,A,D,A,,A,B,A,A,,,,D,A,
15106,,D,B,D,B,D,F,,B,,A,B,A,,D,F
15107,B,D,D,,A,,A,F,,D,A,A,D,F,,A
15108,A,A,D,D,B,B,D,,F,B,A,A,A,,B,B
15109,D,A,A,B,B,B,A,F,A,A,F,B,D,,,F
15111,,A,F,A,F,D,A,D,C,A,A,B,A,B,A,A
15112,B,A,A,A,B,D,D,,F,,A,B,A,F,D,B
15113,A,,A,B,A,,,A,A,,B,,D,A,B,B
15116,D,D,D,A,A,,,,F,,,A,A,A,D,A
15121,A,D,A,A,A,D,D,A,D,A,B,D,B,A,,
15123,A,A,A,,A,,,B,A,,A,F,B,A,B,A
15125,A,B,B,B,C,D,,C,D,,,A,,F,A,D
15126,A,C,A,D,,,A,B,F,B,D,F,,A,B,D
15127,B,A,C,,,B,A,A,F,A,,B,,A,A,D
15128,A,B,F,,A,A,D,B,C,,C,A,D,,D,A
15129,B,D,A,B,,A,A,B,A,C,,B,B,,D,B
15132,A,D,B,,,D,B,,A,A,B,A,B,F,A,D
15136,A,,A,A,A,A,A,D,,A,B,D,A,D,D,D
15141,A,D,D,A,A,B,A,F,F,D,A,,A,A,A,D
15142,D,B,A,,B,D,A,A,D,,B,A,B,A,A,B
15144,,D,B,A,,,A,D,A,B,A,A,D,D,A,D
15145,B,D,D,A,B,D,A,,,D,A,A,D,,F,A
15147,D,D,D,A,A,,,D,,D,F,,,A,,
15148,,,D,A,D,A,,A,A,D,B,D,A,D,A,A
15149,D,A,A,A,A,D,A,,D,A,D,,B,A,B,A
15150,A,D,B,A,,A,A,A,D,C,A,,D,A,,A
15151,,D,F,A,B,A,F,A,,B,,D,F,,A,B
15152,A,A,,A,,A,A,,B,D,A,D,,B,D,A
15153,,A,,,F,D,,B,,,B,A,A,,A,D
15154,B,B,F,A,A,B,A,F,A,D,A,A,D,A,A,A
15156,D,,B,D,A,B,A,A,,B,,B,A,A,A,F
15157,B,A,D,F,,,,A,A,F,A,,D,,B,
15159,B,A,D,,,A,A,,D,D,A,D,F,,,A
15162,A,D,,D,D,F,D,A,D,,A,,D,A,,F
15164,F,D,D,B,A,B,A,A,,A,A,A,A,,D,D
15165,A,B,A,B,A,A,,D,C,B,D,A,,A,B,
15166,B,D,D,B,A,A,D,B,A,A,A,,B,A,D,F
15167,A,A,B,C,A,B,,D,,B,A,,A,D,A,F
15169,A,A,A,D,B,F,A,A,,A,A,,,D,A,
15171,A,A,D,,C,,D,B,A,A,A,A,,A,D,A
15172,F,A,F,C,D,B,D,A,D,A,D,D,A,D,B,B
15173,,,A,B,,B,D,B,B,,A,B,C,A,A,B
15174,D,D,D,,F,,F,D,A,D,A,,D,D,B,
15175,,A,,B,A,F,B,A,F,,A,D,F,A,,A
15180,,,,,,D,D,C,A,A,D,A,A,A,D,B
15184,,,A,A,,A,,,A,B,,B,,,,B
15187,D,A,,D,A,A,D,B,,,A,D,D,A,B,C
15189,A,D,A,A,,,,A,A,A,A,A,B,D,,D
15190,A,A,,A,A,A,B,,A,,C,A,F,,D,D
15191,,,,B,A,B,A,A,B,,D,D,D,D,A,
15194,A,D,A,A,B,A,A,A,D,A,,D,A,,D,A
15197,,F,A,D,A,B,A,B,B,B,A,A,,D,,A
15199,,A,,B,A,A,A,A,A,,C,B,D,F,,D
15200,A,D,,D,F,,A,,A,B,D,C,D,,A,A
15202,A,,A,F,,A,,,,,,A,D,A,B,A
15203,D,A,B,,F,A,A,,A,B,,D,D,A,B,A
15205,,D,,A,,A,D,C,A,D,B,,A,A,A,A
15206,A,D,F,F,B,A,A,,A,D,,A,A,A,,A
15207,F,B,A,B,A,A,B,A,A,A,A,B,,,D,C
15208,D,A,D,A,D,A,A,,,,,A,,A,D,B
15209,F,A,A,B,D,B,A,A,A,A,D,A,B,A,A,B
15211,A,A,D,F,D,B,A,A,,A,,F,D,D,A,
15212,B,D,D,D,,D,D,F,,A,D,C,A,A,A,
15216,A,A,D,D,,D,B,D,,,A,,D,D,D,
15217,A,B,D,D,F,,,A,A,,A,,,D,A,B
15218,B,,D,,A,A,A,A,,D,A,,D,,C,D
15219,A,D,B,B,A,,A,,B,D,A,,,B,B,
15220,A,A,A,,D,A,F,A,A,D,,,A,A,,B
15221,B,D,A,D,,,A,A,F,C,,A,,D,D,B
15222,F,,,B,B,B,A,B,D,A,A,A,B,A,A,
15224,A,A,,D,B,F,D,A,D,A,D,B,,A,D,B
15226,,D,,D,B,A,D,,,B,B,,,A,,C
15227,B,,A,,D,F,A,A,D,A,F,D,,D,,A
15228,B,A,A,D,B,D,B,,A,A,D,A,A,,A,A
15229,F,D,A,A,A,,D,A,A,D,A,A,A,B,B,
15230,,A,,D,D,A,,,D,A,A,B,A,D,A,A
15231,B,,A,D,A,B,D,D,,D,,,A,D,A,A
15232,B,D,B,,A,B,,C,D,B,B,A,D,,B,
15235,B,,D,A,D,A,A,A,B,,D,A,D,A,A,F
15236,D,D,B,A,D,,D,B,,A,A,,A,D,D,
15240,A,,A,B,B,,A,D,,A,,B,A,A,B,F
15242,B,,D,A,D,,A,B,B,A,A,D,D,A,F,A
15244,D,B,A,A,D,D,B,D,B,A,D,,,A,,D
15245,B,A,,,F,A,A,B,A,A,B,D,A,A,B,A
15246,D,D,B,D,,B,,A,,D,F,D,B,A,B,
15249,,D,,C,B,D,D,A,A,D,,,A,D,D,A
15251,D,,D,A,,D,A,B,B,,B,B,A,,B,B
15253,B,,A,B,,D,,,B,A,,A,D,C,A,A
15255,A,D,D,D,D,F,A,A,A,A,,,A,,B,D
15258,,C,A,,A,A,A,,A,A,F,A,,B,A,A
15259,B,D,F,A,,,A,A,A,D,,A,A,B,A,
15264,A,B,F,A,A,F,B,A,D,D,A,D,D,B,A,B
15265,A,D,A,,A,D,B,F,,B,A,B,,B,B,A
15268,A,,A,B,A,,A,D,F,,D,D,A,D,,A
15271,A,A,,,B,D,F,A,,D,A,A,,,A,
15272,B,,A,D,B,F,A,,D,A,D,A,A,A,F,A
15274,A,A,A,B,A,B,B,B,,D,B,,,A,C,F
15277,B,C,D,D,A,B,D,D,A,A,A,D,A,,B,A
15278,,A,D,D,,D,B,A,B,D,A,A,A,,,A
15279,,D,F,A,B,A,F,A,,D,D,A,B,A,A,D
15283,A,,D,B,,A,D,A,A,A,A,B,,B,D,D
15285,A,F,A,,A,A,A,A,A,F,D,,D,,,
15288,D,D,,,F,D,,A,B,A,,A,B,A,A,D
15289,A,A,A,B,A,D,,A,,A,,,B,A,D,A
15290,A,B,A,B,,B,B,B,,,A,F,,B,B,A
15291,,,A,,A,D,A,A,A,A,D,A,D,,F,B
15292,B,B,B,F,A,B,,A,C,D,A,,A,D,A,B
15293,A,B,A,D,A,A,B,A,A,,B,D,A,A,,A
15295,D,D,D,,A,,A,B,A,A,A,F,F,D,,D
15296,,A,D,D,B,A,D,D,B,A,A,A,D,A,A,C
15297,B,D,B,B,,D,D,A,,D,F,A,,D,,
15304,A,F,A,A,,D,,,A,A,D,D,A,D,,
15305,A,,,B,A,,A,,B,D,D,A,B,A,A,D
15306,,D,A,B,,B,F,A,,A,B,,A,,D,F
15307,D,A,,A,A,A,A,A,A,D,A,A,A,A,,D
15309,,,D,A,B,B,,D,A,A,D,A,A,A,A,F
15310,D,B,D,D,A,B,A,B,A,A,F,,,A,A,A
15312,B,A,,A,B,A,F,A,C,A,D,,A,B,A,F
15315,B,,D,D,D,D,B,A,A,F,A,A,F,A,B,B
15316,D,,B,,D,A,A,D,A,D,A,,B,,A,A
15317,B,B,A,D,B,D,B,B,A,A,,,D,,A,F
15318,A,,D,A,A,B,,A,A,A,D,A,A,B,D,B
15322,C,D,,,,D,B,A,,A,,A,A,B,A,
15323,,,A,C,A,,A,,D,A,A,,D,A,,
15324,A,A,D,D,A,D,A,,B,A,A,,B,D,A,
15325,D,B,A,B,B,D,A,A,A,D,C,A,,B,A,F
15327,A,A,A,A,A,A,A,A,A,F,B,D,,,A,D
15328,D,B,B,B,D,D,D,B,B,,D,B,,A,B,A
15329,D,,,A,A,A,,,,A,B,A,A,A,A,A
15331,,A,A,D,F,A,F,D,D,A,F,B,A,A,,A
15335,B,A,,A,D,A,,A,D,B,,F,A,A,,D
15336,F,B,,D,A,,B,A,B,B,A,F,,F,,D
15340,B,D,D,A,A,A,,D,B,A,F,A,D,A,D,F
15341,D,A,A,B,B,,B,D,A,A,D,A,,D,B,
15342,A,B,A,B,A,F,B,A,A,D,B,B,D,A,B,A
15344,D,F,,A,,D,D,D,A,D,A,D,B,,,A
15345,,D,F,D,,,,A,A,,A,D,D,A,A,
15346,A,A,A,A,,A,A,A,A,D,B,D,A,A,D,A
15347,D,B,A,D,D,A,D,D,A,,D,B,A,A,F,D
15349,A,D,,A,,D,B,A,A,B,A,A,D,,A,A
15350,F,F,A,A,A,B,D,D,D,,A,D,B,B,A,A
15353,A,D,A,A,,A,A,A,A,B,,A,,,D,D
15355,D,,A,A,A,,A,,A,,A,,B,F,A,A
15356,D,A,,D,A,,A,B,,F,D,D,,A,B,B
15357,A,,A,A,,D,D,A,B,A,A,D,A,,,A
15360,A,A,D,A,A,B,A,A,,,D,A,A,A,A,A
